<! Entity=北京 type=短期日内母线负荷预测   createTime='2019-05-23 14:04:02' !>
<StSysLf::北京>
@ID NAME V01 V02 V03 V04 V05 V06 V07 V08 V09 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90 V91 V92 V93 V94 V95 V96
#173 昆玉河/220kV.3#主变-高 73.9283 74.8942 73.9283 73.9283 74.5722 76.1819 75.5381 76.1819 75.86 76.1819 78.7574 78.4355 78.7574 78.4355 75.86 74.8942 73.9283 71.6748 72.3187 71.0309 71.0309 70.387 71.0309 69.7431 68.7774 68.4554 67.1676 64.5922 63.6263 61.6948 59.1192 58.4753 55.2559 52.6805 51.3927 47.5294 47.5294 46.2417 43.9881 41.7346 39.325 37.95 37.4 36.85 36.025 35.475 35.2 34.925 34.375 34.1 33.9439 33.7302 33.6963 33.275 33.275 33.55 33.825 34.1 34.1 34.65 36.575 37.125 39.05 39.6 42.625 43.175 45.7875 48.4 50.325 53.075 54.45 57.475 60.775 64.075 68.2 70.4 73.975 75.075 75.625 77.0 76.175 76.725 77.0 77.275 76.725 78.65 78.375 78.65 76.725 77.275 76.175 76.45 75.35 76.175 75.35 75.625
#174 康宁/220kV.2213未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#175 张仪/220kV.2#主变-高 43.4389 49.4867 46.7684 48.0831 55.9562 52.0681 47.631 54.4216 52.3536 47.4302 52.1639 50.0804 52.4813 51.4849 52.5074 61.456 59.0271 56.6023 54.6112 54.9346 55.2761 55.3697 58.1483 57.9209 55.2649 58.6904 65.6051 61.5418 60.9595 62.9735 54.1385 54.1833 55.5526 51.5112 45.4905 46.3778 43.2034 39.4246 35.6045 33.1871 36.8478 34.4359 31.0191 29.0093 28.4063 27.9373 28.1383 28.0713 26.5304 25.2575 25.1235 24.9225 25.9944 24.8555 25.1905 24.9895 25.1905 26.2624 25.9944 27.0664 29.4112 31.8901 32.0911 35.1729 39.7956 38.8577 43.2124 41.8055 39.7286 41.0686 40.8006 49.644 47.8351 48.3711 47.5672 50.113 52.3239 50.649 50.85 51.5199 50.18 50.984 52.4579 51.9219 52.5249 52.5249 56.8126 51.3189 53.1278 53.0608 53.8648 50.582 50.314 51.051 50.314 50.046
#176 军都/220kV.2215未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#177 军都/220kV.2219未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#178 上庄/220kV.3#主变-高 90.3246 89.898 90.7514 90.7514 93.3115 92.8849 92.8849 93.3115 94.1649 94.6396 94.9561 95.4307 94.1649 93.3115 92.0314 91.178 90.7514 88.6179 89.4713 88.6179 89.0445 89.0445 89.4713 89.898 89.4713 88.6179 88.1911 86.4844 85.631 84.7776 82.2174 79.6572 77.9505 74.9635 72.4034 68.9897 67.7097 65.1495 63.016 60.8826 63.2961 61.9565 60.6169 60.282 58.6075 58.6075 57.9377 57.2679 56.933 56.5981 56.5981 55.9283 55.9283 55.2585 55.2585 54.9236 55.2585 55.2585 55.9283 55.2585 57.2679 58.2726 60.282 60.9518 63.2961 65.3055 67.9847 70.329 72.0035 74.0129 76.3572 80.0411 82.3854 86.4042 88.7485 90.7579 92.4324 94.1069 94.7767 96.4512 96.4512 96.7861 96.7861 96.4512 96.7861 96.662 96.0416 95.9175 95.7814 95.7814 94.7767 94.3935 93.8826 93.6271 93.1162 94.1069
#179 西马/220kV.2220未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#180 八达岭/220kV.3#主变-高 20.3293 22.5527 21.4517 21.9924 20.9605 20.6902 20.4743 18.6175 18.6683 18.719 20.2131 19.0994 22.1657 20.0119 22.513 20.6513 18.7894 18.8833 18.9771 21.674 21.2376 20.8012 21.8259 21.4 21.2458 23.7555 23.4054 22.5093 20.9372 18.964 19.0554 19.0008 18.9463 20.1332 21.2034 20.4251 18.6303 17.5198 19.6802 21.2916 13.6771 14.674 11.2448 13.75 18.0125 22.275 22.275 17.325 12.375 12.65 16.9125 21.175 21.725 18.975 20.9 26.4 35.75 51.15 41.8 29.15 40.975 32.5875 24.2 17.05 16.225 15.4 20.7625 26.125 33.825 30.525 27.225 30.525 30.25 23.1 18.975 20.9 27.1562 33.4125 26.4 25.6437 24.8875 36.3 41.1125 45.925 41.9375 37.95 33.1375 28.325 31.9 28.5083 25.1167 21.725 30.8 29.3333 27.8667 26.4
#181 南苑/220kV.4#主变-高 63.1866 62.9785 63.3526 61.4082 62.717 65.6151 64.8056 67.234 68.0435 68.0435 69.6625 68.853 70.4719 71.2815 68.0435 68.853 68.853 68.0435 70.4719 71.2815 71.2815 72.9005 72.9005 74.5195 73.7099 73.7099 72.9005 72.0909 72.9005 69.6625 68.853 63.996 58.3296 54.2822 53.4727 50.2347 46.1873 43.7587 41.3303 38.0923 39.05 37.95 36.85 35.75 35.2 34.65 34.1 33.55 33.0 33.0 32.6207 32.3561 32.5044 31.2967 30.9669 31.5485 31.3496 32.5323 32.0352 32.45 33.55 34.65 36.3 37.95 40.425 42.9 44.0 46.2 47.3 48.4 51.7 52.8 56.65 57.2 58.85 61.6 62.7 63.25 63.8 66.55 66.0 67.1 67.65 67.1 68.2 68.2 67.65 67.1 66.55 66.55 66.0 64.9 65.45 66.0 65.45 65.45
#182 东坝东/220kV.1#主变-高 21.256 21.0746 21.7929 21.7966 22.1916 22.3451 22.8896 22.8896 23.6155 24.5231 24.5231 25.4307 26.0659 25.5215 25.4307 25.7028 25.5215 25.5215 25.8844 26.0659 26.6104 27.155 28.2439 28.4254 28.7885 29.1515 29.1515 29.333 28.2439 28.0624 27.3365 26.4289 25.5215 23.6155 22.7081 21.982 20.3485 19.6225 18.3974 17.1721 16.8111 16.1411 15.6051 15.0692 15.2032 14.6672 14.5332 14.3322 14.1982 14.0594 13.7802 13.6443 13.3723 13.7831 13.5283 13.6622 13.7962 13.7962 13.9302 14.3322 14.8012 15.0692 15.6051 15.8731 16.5431 16.6771 16.8111 16.8111 18.017 18.017 18.151 18.419 18.8209 19.1559 19.5579 19.8259 21.2998 20.7638 21.1658 22.2377 21.9697 22.5057 22.9077 23.3097 23.5107 22.7737 22.7737 21.5678 21.5678 20.8978 21.4338 20.7638 21.2998 21.0318 21.1947 21.3812
#183 朝阳门/220kV.2213-22待用 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#184 鱼子山/220kV.1#主变-高 20.0664 20.3403 21.5782 23.0332 24.5593 25.097 25.7386 26.3262 26.3857 24.9862 24.9347 23.2224 22.7146 23.1824 24.6445 25.9087 26.309 27.5313 25.8349 24.3171 22.967 23.2616 23.6389 24.6436 25.2327 26.9237 28.6148 30.2258 32.128 32.6844 30.3576 28.2439 26.0526 24.0908 23.0405 23.2867 24.9998 24.9549 22.7487 22.0211 18.3591 18.3591 17.8114 16.6402 17.4224 17.872 17.2555 16.0188 14.255 13.0457 12.3218 11.6217 11.0549 10.6944 10.6529 11.069 11.4851 12.0451 12.6052 13.3801 14.2658 15.5018 17.3204 18.8557 18.9295 18.9393 19.4121 20.4906 20.2831 20.9473 21.1896 20.515 20.2276 20.3797 20.4231 20.499 20.1108 19.9534 19.6179 19.437 20.0998 19.9395 19.6892 20.0851 22.0291 23.913 23.0813 21.8679 21.7167 20.511 20.0327 17.8675 18.2761 17.084 17.1682 18.1484
#185 荣华/220kV.3#主变-高 95.2439 94.9717 95.652 96.0602 96.4684 97.0127 97.4209 97.829 97.829 97.2848 97.1487 96.0602 94.0193 94.4275 93.0669 92.2505 92.2505 91.162 91.5702 91.5702 91.162 90.6177 90.8898 90.4817 90.6177 90.0735 90.0735 89.9374 89.8013 89.2571 88.8489 88.1686 87.7604 87.8965 85.7195 84.3588 83.9507 83.1343 81.6376 80.6852 76.6166 75.9054 76.3796 76.3321 75.9054 76.3321 76.0951 75.9054 75.9528 74.712 74.58 74.052 74.184 73.524 73.524 74.184 72.996 73.26 72.996 72.6 72.072 71.94 72.336 72.336 73.26 73.92 75.504 77.088 79.2 79.332 82.5 84.348 87.78 90.684 93.06 94.644 94.776 95.304 95.964 96.888 97.548 98.076 99.0 99.0 97.548 97.284 97.152 97.02 96.756 96.624 96.492 97.02 98.34 97.548 97.812 98.868
#186 北寺/220kV.3#主变-高 61.33 60.3842 62.1919 61.8769 61.9572 62.9133 63.7046 64.5646 65.5643 67.1106 66.7014 67.846 68.577 68.7614 68.6258 68.2127 69.2682 68.4604 71.5019 71.2105 71.0907 73.8197 72.8883 72.7785 74.9238 74.762 76.3511 75.7133 74.854 74.2823 73.8054 71.7492 69.1709 66.6562 64.1515 62.9372 62.1309 59.5082 56.8779 56.8115 47.388 47.916 49.5 47.916 44.352 46.596 41.58 47.124 44.22 41.712 41.976 41.052 41.58 43.296 40.788 42.504 40.788 41.052 44.748 46.728 43.824 44.748 47.256 49.632 47.256 51.084 50.292 53.592 53.196 56.364 57.552 54.516 58.212 56.364 59.4 57.42 60.984 58.608 61.644 60.984 61.512 60.324 62.304 66.264 60.984 66.66 63.888 61.644 63.756 62.964 62.172 57.42 62.964 62.436 57.156 56.76
#187 西沙屯/220kV.3#主变-高 93.2039 94.3752 94.9588 94.9594 95.5466 93.789 94.3763 97.3011 97.3011 97.8852 99.0576 100.8152 101.3982 100.8141 102.5696 103.1558 100.228 103.1558 100.2289 100.2281 100.8141 102.5685 106.0826 107.839 108.4246 107.8392 110.7663 107.839 104.9123 103.1547 101.3982 99.6417 94.3761 89.6918 88.5195 85.5936 82.0806 78.5686 76.8131 74.4704 67.6194 67.0636 65.9465 62.5993 63.1574 62.5993 60.3675 59.8094 60.3679 58.6936 58.1352 59.2512 59.2517 58.8882 58.9181 58.9161 57.5784 58.1355 58.6944 59.8096 60.9254 63.7145 67.6196 69.2923 72.0825 74.315 77.1032 79.3366 79.8933 79.8933 82.1258 83.2411 86.5889 91.052 89.3771 92.1663 92.7239 93.8392 97.187 98.8609 98.8619 98.8608 98.3022 97.7446 98.8618 97.7446 96.6294 94.9546 92.7249 92.1672 93.2806 90.4934 91.6106 91.6106 93.2806 93.2816
#188 团结湖/220kV.2#主变-高 53.0149 53.5857 53.1692 52.8779 52.511 53.2133 54.5015 56.2489 54.1589 56.0325 53.7777 56.7077 56.1238 55.7111 54.9471 53.5877 56.0213 54.2935 55.0825 55.4695 56.7005 56.2831 58.8993 56.5167 57.9766 56.2373 53.6318 51.8758 51.8523 50.4333 47.7869 45.8944 42.8354 40.7053 39.2153 36.9493 34.8966 33.1517 31.3734 31.3074 29.6721 28.326 27.868 26.9343 26.4719 26.0113 25.5518 25.0926 25.0926 24.6321 24.1709 23.7062 23.8106 23.7638 23.0864 22.9448 23.149 23.3719 24.2263 23.8277 24.6195 25.0282 26.1099 27.8065 29.3556 29.3122 31.6512 33.2622 34.8732 37.0994 37.3466 40.876 43.802 44.214 46.8963 47.331 49.7257 50.6066 51.6821 55.6819 54.6734 56.3923 56.1392 55.6045 56.71 56.4032 57.3275 57.397 57.0018 56.4204 56.524 55.6327 55.6858 58.4443 55.8882 57.6146
#189 榆管营/220kV.3#主变-高 74.4473 74.9692 74.7952 74.9692 75.8389 76.0128 77.0565 77.2304 78.622 79.1438 79.3177 80.1874 81.9269 83.3184 82.1008 81.5789 82.6226 82.9705 83.1445 84.7099 84.8839 87.8409 89.0585 89.0585 89.4064 90.45 90.1022 90.1022 89.0585 87.8409 85.4057 82.4487 79.1438 77.2304 74.7952 73.0558 70.4467 66.7939 64.1848 62.2714 56.2597 55.2952 54.4915 54.3308 53.5271 53.3663 53.5271 53.3663 52.4019 52.4019 52.0804 51.9197 51.7589 51.5982 51.4374 51.7589 51.5982 51.5982 51.7589 52.2412 53.0449 54.4915 54.813 56.7419 59.1531 60.7605 63.8146 63.6538 64.6183 65.422 68.1546 69.6013 70.5657 73.4591 74.745 75.388 75.7095 75.5487 77.9599 78.2813 79.0851 79.8888 81.014 80.371 80.6925 80.8532 78.2813 77.9599 75.8702 75.2272 75.5487 74.2628 74.5843 75.5487 75.2272 76.8347
#190 清河/220kV.清科 -0.1675 -0.1902 -0.2131 -0.2417 -0.2751 -0.3167 -0.3582 -0.4093 -0.4604 -0.5116 -0.5873 -0.6628 -0.7295 -0.8191 -0.9344 -1.0167 -0.92 -0.8468 -0.7788 -0.7118 -0.644 -0.6341 -0.658 -0.5889 -0.5926 -0.5607 -0.5122 -0.4996 -0.5096 -0.5293 -0.5293 -0.5293 -0.5199 -0.5038 -0.465 -0.4514 -0.4916 -0.5317 -0.5279 -0.5298 -0.326 -0.326 -0.326 -0.3432 -0.3639 -0.388 -0.4044 -0.4209 -0.4229 -0.4271 -0.4313 -0.4334 -0.4303 -0.436 -0.4597 -0.4829 -0.4737 -0.4383 -0.4446 -0.4509 -0.4509 -0.4385 -0.4385 -0.4385 -0.4385 -0.4385 -0.4385 -0.4385 -0.425 -0.4112 -0.398 -0.3665 -0.343 -0.2939 -0.2545 -0.2163 -0.1853 -0.156 -0.129 -0.1088 -0.0921 -0.0754 -0.0587 -0.0506 -0.0447 -0.0388 -0.0362 -0.0446 -0.053 -0.0663 -0.0797 -0.093 -0.1154 -0.1377 -0.1601 -0.1873
#191 垡头/220kV.1#主变-高 46.6048 45.0513 46.6048 45.0513 45.9833 45.9833 46.9155 48.7797 47.2262 49.4011 48.1582 50.0224 50.0224 49.4011 50.6439 51.2652 52.1973 50.9546 49.4011 51.8866 50.9546 50.6439 53.4401 54.3722 53.4401 53.7508 53.4401 52.8188 51.2652 51.2652 48.7797 48.7797 45.6726 43.8085 41.3229 39.4587 37.9052 34.7982 34.1769 32.934 27.225 25.85 24.75 24.2 23.65 22.825 22.55 22.0 22.0 21.45 21.175 21.175 20.9004 20.805 20.6141 20.9004 21.0913 21.0913 21.175 22.0 22.55 23.1 23.925 26.125 27.5 28.6 29.7 29.7 32.175 33.825 34.65 37.4 38.5 38.225 40.975 43.725 43.725 42.9 44.0 47.3 45.925 48.125 48.675 48.4 48.4 48.125 48.4 49.5 48.4 49.225 47.575 47.575 47.85 47.025 47.575 45.925
#192 草厂/220kV.3#主变-高 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#193 康宁/220kV.2214未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#194 榆管营/220kV.榆东 66.5494 65.927 66.5003 66.7933 67.9218 67.419 68.0639 67.6287 67.6401 68.6512 67.8005 68.1958 68.7507 68.4304 68.317 68.9802 68.1019 67.4674 67.2896 67.3656 67.6731 67.6231 68.0732 67.6447 68.9027 69.5541 70.3016 70.1887 70.4773 70.7776 70.167 69.6896 69.1076 68.6396 68.8194 68.0237 67.9545 69.0954 69.1394 68.5534 71.9467 72.9506 74.2892 73.9546 72.9506 72.9506 72.616 72.616 72.2814 72.9506 71.9467 72.2814 71.9467 71.9467 71.2775 71.6121 70.9428 71.9467 71.9467 71.2775 71.2775 72.9506 72.2814 71.9467 71.6121 71.9467 71.9467 72.1792 72.9928 72.6441 72.616 71.2775 72.2814 72.9506 71.9467 72.9506 74.6238 74.9585 74.6238 74.2892 73.2853 72.9506 72.616 72.9506 72.616 71.9467 72.2814 71.6121 70.6082 70.2736 69.9389 69.6043 69.9389 70.9428 70.6082 70.6082
#195 望京/220kV.阳望一 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#196 500KV通州/220kV.2222未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#197 知春里/220kV.1#主变-高 90.4302 91.4223 91.6208 90.8271 90.8271 91.6208 93.6053 95.5898 94.3991 95.1929 94.5976 96.5821 99.5587 97.3759 97.3759 100.9479 94.0022 90.0333 95.7883 91.4223 95.5898 91.6208 93.6053 90.0333 87.8503 90.2317 85.8658 83.8814 82.4922 80.1108 80.7062 74.5543 73.959 69.3947 64.0366 61.2583 57.0909 54.5112 51.7328 48.7561 52.3406 49.4096 48.5721 48.0138 46.618 45.7806 45.3619 43.9661 43.687 43.1287 42.71 42.8495 42.71 42.2912 42.2912 42.1516 42.4308 42.8495 42.8495 43.5474 44.9432 44.8036 46.4785 49.1304 52.6198 53.4572 57.3653 60.436 63.367 63.367 70.0666 71.3228 78.0224 82.2097 80.6744 87.9323 87.374 92.5382 92.957 93.2361 100.3544 92.957 95.888 96.8651 95.888 96.0276 97.9817 98.8191 98.1212 97.5629 97.2838 96.8651 97.2838 96.0276 96.8651 94.0736
#198 亦庄牵引站/220kV.2#主变-高 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#199 温泉/220kV.4#主变-高 -2.522 -2.4895 -2.3013 -2.1132 -2.5066 -1.6039 -1.704 -2.0862 -2.0144 -1.9425 -2.4642 -2.1019 -1.8127 -1.0929 -1.5279 -1.9628 -1.5612 -1.2786 -0.996 -0.8122 -0.6284 -0.7435 -0.8586 -0.9737 -1.1827 -0.8194 -0.456 -0.7312 -0.8119 -0.8925 -0.9732 -1.0538 -1.6133 -1.295 -1.5548 -2.3602 -2.475 -3.0223 -3.7527 -3.2622 -5.2061 -7.1861 -8.2315 -7.2455 -7.8725 -8.8176 -8.0507 -9.1238 -8.3873 -9.2704 -7.5768 -7.9556 -7.5517 -7.7814 -8.2328 -9.8762 -8.84 -8.8823 -6.8614 -7.2798 -6.9485 -7.3471 -5.2549 -8.5919 -6.0562 -5.2074 -4.0603 -4.9553 -4.3652 -5.0028 -4.484 -1.5536 -2.2717 -5.4661 -3.6934 -4.9117 -5.2906 -3.4069 -3.8927 -3.7778 -3.3066 -3.1258 -2.7258 -3.1244 -3.1535 -3.1139 -2.3615 -2.6004 -3.1007 -3.6023 -3.6538 -3.1403 -5.0332 -2.5621 -3.2881 -4.2372
#200 王府井/220kV.2212-21未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#201 西北旺/220kV.2218负荷 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#202 黄寺/220kV.2201未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
